locus_tag	ftype	length_bp	gene	EC_number	COG	product
GFGBILMD_02244	CDS	459	rplI		COG0359	50S ribosomal protein L9
GFGBILMD_02245	CDS	522				hypothetical protein
GFGBILMD_02246	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
GFGBILMD_02247	CDS	693				hypothetical protein
GFGBILMD_02248	CDS	1059				hypothetical protein
GFGBILMD_02249	CDS	201				hypothetical protein
GFGBILMD_02250	CDS	213				hypothetical protein
GFGBILMD_02251	CDS	1014	cenA	3.2.1.4	COG5297	Endoglucanase A
GFGBILMD_02252	CDS	1461	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
GFGBILMD_02253	CDS	156				hypothetical protein
GFGBILMD_02254	CDS	2940				hypothetical protein
GFGBILMD_02255	CDS	240				hypothetical protein
GFGBILMD_02256	CDS	402	vapC9_2	3.1.-.-	COG4113	Ribonuclease VapC9
GFGBILMD_02257	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
GFGBILMD_02258	CDS	570				hypothetical protein
GFGBILMD_02259	CDS	912				hypothetical protein
GFGBILMD_02260	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
GFGBILMD_02261	CDS	1278	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
GFGBILMD_02262	CDS	1050	hutI_1	3.5.2.7		Imidazolonepropionase
GFGBILMD_02263	CDS	1173	metC	4.4.1.13	COG1168	Cystathionine beta-lyase
GFGBILMD_02264	CDS	390				hypothetical protein
GFGBILMD_02265	CDS	831	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
GFGBILMD_02266	CDS	606	tetC			Transposon Tn10 TetC protein
GFGBILMD_02267	CDS	594				hypothetical protein
GFGBILMD_02268	CDS	207				hypothetical protein
GFGBILMD_02269	CDS	822				Dormancy associated translation inhibitor
GFGBILMD_02270	CDS	459				putative protein
GFGBILMD_02271	CDS	345			COG0640	putative HTH-type transcriptional regulator
GFGBILMD_02272	CDS	480	hycG		COG3260	Formate hydrogenlyase subunit 7
GFGBILMD_02273	CDS	1923	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
GFGBILMD_02274	CDS	951	hycD		COG0650	Formate hydrogenlyase subunit 4
GFGBILMD_02275	CDS	663				hypothetical protein
GFGBILMD_02276	CDS	1467	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
GFGBILMD_02277	CDS	1476	hycE		COG3261	Formate hydrogenlyase subunit 5
GFGBILMD_02278	CDS	480				putative protein
GFGBILMD_02279	CDS	594				NCBIFAM: 23S ribosomal RNA methyltransferase Erm
GFGBILMD_02280	CDS	762			COG3305	putative protein
GFGBILMD_02281	CDS	195				hypothetical protein
GFGBILMD_02282	CDS	768	mtnN_2	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
GFGBILMD_02283	CDS	2286	ctpA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
GFGBILMD_02284	CDS	711			COG5660	putative protein
GFGBILMD_02285	CDS	555	tadA_3	3.5.4.33		tRNA-specific adenosine deaminase
GFGBILMD_02286	CDS	669	gph_2	3.1.3.18		Phosphoglycolate phosphatase
GFGBILMD_02287	CDS	90				hypothetical protein
GFGBILMD_02288	CDS	513	moaC1_2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 1
GFGBILMD_02289	CDS	396		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
GFGBILMD_02290	CDS	948	moaA1_2	4.1.99.22	COG2896	GTP 3',8-cyclase 1
GFGBILMD_02291	CDS	204				hypothetical protein
GFGBILMD_02292	CDS	1584				hypothetical protein
GFGBILMD_02293	CDS	1371	fprA	1.18.1.2	COG0493	NADPH-ferredoxin reductase FprA
GFGBILMD_02294	CDS	1137	prfB		COG1186	Peptide chain release factor 2
GFGBILMD_02295	CDS	927	ykuT		COG0668	putative MscS family protein YkuT
GFGBILMD_02296	CDS	438				hypothetical protein
GFGBILMD_02297	CDS	690	ftsE		COG2884	Cell division ATP-binding protein FtsE
GFGBILMD_02298	CDS	894	ftsX		COG2177	Cell division protein FtsX
GFGBILMD_02299	CDS	483	smpB		COG0691	SsrA-binding protein
GFGBILMD_02300	CDS	852				hypothetical protein
GFGBILMD_02301	tmRNA	367	ssrA			transfer-messenger RNA, SsrA
GFGBILMD_02302	CDS	318				Putative toxinA/RVBD_3098A
GFGBILMD_02303	CDS	201				hypothetical protein
GFGBILMD_02304	CDS	1311	lipY_1	3.1.1.3		Triacylglycerol lipase
GFGBILMD_02305	CDS	1140				hypothetical protein
GFGBILMD_02306	CDS	477			COG1733	putative HTH-type transcriptional regulator
GFGBILMD_02307	CDS	1131	hsaA_1	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
GFGBILMD_02308	CDS	1005		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
GFGBILMD_02309	CDS	921	yedI		COG2354	Inner membrane protein YedI
GFGBILMD_02310	CDS	1761				hypothetical protein
GFGBILMD_02311	CDS	888				hypothetical protein
GFGBILMD_02312	CDS	303				hypothetical protein
GFGBILMD_02313	CDS	1512		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
GFGBILMD_02314	CDS	1425	tgs4	2.3.1.20		putative diacyglycerol O-acyltransferase Tgs4
GFGBILMD_02315	CDS	1419		2.3.1.20		Putative diacyglycerol O-acyltransferase
GFGBILMD_02316	CDS	1107	adhD	1.1.1.1	COG1062	Putative alcohol dehydrogenase D
GFGBILMD_02317	CDS	831	sadH_2	1.-.-.-		Putative oxidoreductase SadH
GFGBILMD_02318	CDS	927	lipR	3.1.1.-	COG0657	Putative acetyl-hydrolase LipR
GFGBILMD_02319	CDS	1488	mymA	1.14.13.-	COG2072	Putative FAD-containing monooxygenase MymA
GFGBILMD_02320	CDS	1023	virS_2			HTH-type transcriptional regulator VirS
GFGBILMD_02321	CDS	1239				hypothetical protein
GFGBILMD_02322	CDS	3333	pknK	2.7.11.1	COG2909	Serine/threonine-protein kinase PknK
GFGBILMD_02323	CDS	828			COG2141	putative protein
GFGBILMD_02324	CDS	402	habA	5.4.4.1		Hydroxylaminobenzene mutase HabA
GFGBILMD_02325	CDS	1812				hypothetical protein
GFGBILMD_02326	CDS	477				hypothetical protein
GFGBILMD_02327	CDS	924				hypothetical protein
GFGBILMD_02328	CDS	1275				hypothetical protein
GFGBILMD_02329	CDS	357				hypothetical protein
GFGBILMD_02330	CDS	498				hypothetical protein
GFGBILMD_02331	CDS	1110				hypothetical protein
GFGBILMD_02332	CDS	381	crcB			Putative fluoride ion transporter CrcB
GFGBILMD_02333	CDS	399	crcB1		COG0239	Putative fluoride ion transporter CrcB 1
GFGBILMD_02334	CDS	1644	pgm	5.4.2.2	COG0033	Phosphoglucomutase
GFGBILMD_02335	tRNA	74				tRNA-Ala(ggc)
GFGBILMD_02336	CDS	546				putative protein
GFGBILMD_02337	CDS	534	rcdA		COG3226	HTH-type transcriptional regulator RcdA
GFGBILMD_02338	CDS	324	mmr		COG2076	Multidrug resistance protein Mmr
GFGBILMD_02339	CDS	426				hypothetical protein
GFGBILMD_02340	CDS	2277	cstA		COG1966	Peptide transporter CstA
GFGBILMD_02341	CDS	1524	ligB	6.5.1.1	COG1793	DNA ligase B
GFGBILMD_02342	CDS	2166		1.3.99.-		Acyl-CoA dehydrogenase FadE34
GFGBILMD_02343	CDS	1473				hypothetical protein
GFGBILMD_02344	CDS	1479		1.14.-.-	COG2124	Putative cytochrome P450 136
GFGBILMD_02345	CDS	651	ethR_1			HTH-type transcriptional regulator EthR
GFGBILMD_02346	CDS	864	sadH_3	1.-.-.-		Putative oxidoreductase SadH
GFGBILMD_02347	CDS	1041	dinB1_1	2.7.7.7	COG0389	DNA polymerase IV 1
GFGBILMD_02348	CDS	615				hypothetical protein
GFGBILMD_02349	CDS	555				hypothetical protein
GFGBILMD_02350	CDS	240	nrdH		COG0695	Glutaredoxin-like protein NrdH
GFGBILMD_02351	CDS	453	nrdI		COG1780	Protein NrdI
GFGBILMD_02352	CDS	2178	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha
GFGBILMD_02353	CDS	741				putative HTH-type transcriptional regulator
GFGBILMD_02354	CDS	1575		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
GFGBILMD_02355	CDS	975	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
GFGBILMD_02356	CDS	285				hypothetical protein
GFGBILMD_02357	CDS	375				hypothetical protein
GFGBILMD_02358	CDS	1041	adhC	1.1.1.2	COG1064	NADP-dependent alcohol dehydrogenase C
GFGBILMD_02359	CDS	984	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
GFGBILMD_02360	CDS	1722	ctaD	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
GFGBILMD_02361	CDS	1230	serB2	3.1.3.3	COG0560	Phosphoserine phosphatase SerB2
GFGBILMD_02362	CDS	864	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
GFGBILMD_02363	CDS	867				hypothetical protein
GFGBILMD_02364	CDS	786		4.2.1.17		putative enoyl-CoA hydratase echA17
GFGBILMD_02365	CDS	1056	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
GFGBILMD_02366	CDS	1077				hypothetical protein
GFGBILMD_02367	CDS	684				Immunogenic protein MPT64
GFGBILMD_02368	CDS	1008			COG1520	putative protein
GFGBILMD_02369	CDS	903		2.3.1.-	COG0110	Putative acetyltransferase
GFGBILMD_02370	CDS	549				hypothetical protein
GFGBILMD_02371	CDS	390				hypothetical protein
GFGBILMD_02372	CDS	1233		2.4.1.11	COG0438	Glycogen synthase
GFGBILMD_02373	CDS	1560		2.4.1.18	COG1543	putative 1,4-alpha-glucan branching enzyme
GFGBILMD_02374	CDS	825		2.1.1.-		putative S-adenosylmethionine-dependent methyltransferase
GFGBILMD_02375	CDS	801	etfB		COG2086	Electron transfer flavoprotein subunit beta
GFGBILMD_02376	CDS	957	etfA		COG2025	Electron transfer flavoprotein subunit alpha
GFGBILMD_02377	CDS	846				hypothetical protein
GFGBILMD_02378	CDS	915				hypothetical protein
GFGBILMD_02379	CDS	1182	iscS	2.8.1.7	COG1104	IscS-like cysteine desulfurase
GFGBILMD_02380	CDS	1104	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
GFGBILMD_02381	CDS	309				hypothetical protein
GFGBILMD_02382	CDS	102				hypothetical protein
GFGBILMD_02383	CDS	180				hypothetical protein
GFGBILMD_02384	CDS	624	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
GFGBILMD_02385	CDS	627				hypothetical protein
GFGBILMD_02386	CDS	909				hypothetical protein
GFGBILMD_02387	CDS	399	espR			Nucleoid-associated protein EspR
GFGBILMD_02388	CDS	657				hypothetical protein
GFGBILMD_02389	CDS	285				hypothetical protein
GFGBILMD_02390	CDS	405				hypothetical protein
GFGBILMD_02391	CDS	474	rraA	4.1.3.17	COG0684	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
GFGBILMD_02392	CDS	1470	ethA_3	1.14.13.-	COG2072	FAD-containing monooxygenase EthA
GFGBILMD_02393	CDS	651	ethR_2			HTH-type transcriptional regulator EthR
GFGBILMD_02394	CDS	1008	ycdX	3.1.3.-		phosphatase YcdX
GFGBILMD_02395	CDS	198				hypothetical protein
GFGBILMD_02396	CDS	141				hypothetical protein
GFGBILMD_02397	CDS	1467	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
GFGBILMD_02398	CDS	4584	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
GFGBILMD_02399	CDS	1113				hypothetical protein
GFGBILMD_02400	CDS	1209	espE			ESX-1 secretion-associated protein EspE
GFGBILMD_02401	CDS	312	espF			ESX-1 secretion-associated protein EspF
GFGBILMD_02402	CDS	852	espG1			ESX-1 secretion-associated protein EspG1
GFGBILMD_02403	CDS	552	espH			ESX-1 secretion-associated protein EspH
GFGBILMD_02404	CDS	1722	eccA1		COG0464	ESX-1 secretion system protein EccA1
GFGBILMD_02405	CDS	1443	eccB1	3.6.-.-		ESX-1 secretion system ATPase EccB1
GFGBILMD_02406	CDS	2244	eccCa1		COG1674	ESX-1 secretion system protein EccCa1
GFGBILMD_02407	CDS	1776	eccCb1		COG1674	ESX-1 secretion system protein EccCb1
GFGBILMD_02408	CDS	297				PE family immunomodulator PE35
GFGBILMD_02409	CDS	1107				PPE family immunomodulator PPE68
GFGBILMD_02410	CDS	303	esxB			ESAT-6-like protein EsxB
GFGBILMD_02411	CDS	288	esxA		COG4842	6 kDa early secretory antigenic target
GFGBILMD_02412	CDS	402				hypothetical protein
GFGBILMD_02413	CDS	927	espI_1		COG0455	ESX-1 secretion-associated protein EspI
GFGBILMD_02414	CDS	1464	eccD1_1			ESX-1 secretion system protein EccD1
GFGBILMD_02415	CDS	843	espJ			ESX-1 secretion-associated protein EspJ
GFGBILMD_02416	CDS	2226	espK			ESX-1 secretion-associated protein EspK
GFGBILMD_02417	CDS	348	espL			ESX-1 secretion-associated protein EspL
GFGBILMD_02418	CDS	1383	espB			ESX-1 secretion-associated protein EspB
GFGBILMD_02419	CDS	1389	eccE1			ESX-1 secretion system protein EccE1
GFGBILMD_02420	CDS	1371	mycP1	3.4.21.-	COG1404	Mycosin-1
GFGBILMD_02421	CDS	1851	eccA2		COG0464	ESX-2 secretion system protein EccA2
GFGBILMD_02422	CDS	1614	eccE2			ESX-2 secretion system protein EccE2
GFGBILMD_02423	CDS	1653	mycP2	3.4.21.-	COG1404	Mycosin-2
GFGBILMD_02424	CDS	1530	eccD2			ESX-2 secretion system protein eccD2
GFGBILMD_02425	CDS	999	espI_2		COG0455	ESX-1 secretion-associated protein EspI
GFGBILMD_02426	CDS	831				hypothetical protein
GFGBILMD_02427	CDS	288	esxC		COG4842	ESAT-6-like protein EsxC
GFGBILMD_02428	CDS	324	esxD			ESAT-6-like protein EsxD
GFGBILMD_02429	CDS	1200				hypothetical protein
GFGBILMD_02430	CDS	234				hypothetical protein
GFGBILMD_02431	CDS	165				hypothetical protein
GFGBILMD_02432	CDS	2592	eccC5_1		COG1674	ESX-5 secretion system protein EccC5
GFGBILMD_02433	CDS	1626	eccC5_2		COG1674	ESX-5 secretion system protein EccC5
GFGBILMD_02434	CDS	1488	eccB2	3.6.-.-		ESX-2 secretion system ATPase EccB2
GFGBILMD_02435	CDS	909				hypothetical protein
GFGBILMD_02436	CDS	990				hypothetical protein
GFGBILMD_02437	CDS	717				putative protein
GFGBILMD_02438	CDS	297				hypothetical protein
GFGBILMD_02439	CDS	891				hypothetical protein
GFGBILMD_02440	CDS	354				hypothetical protein
GFGBILMD_02441	CDS	141				hypothetical protein
GFGBILMD_02442	CDS	531				Immunity factor for TNT
GFGBILMD_02443	CDS	2541	cpnT			Outer membrane channel protein CpnT
GFGBILMD_02444	CDS	291	esxE			ESAT-6-like protein EsxE
GFGBILMD_02445	CDS	312	esxF			ESAT-6-like protein EsxF
GFGBILMD_02446	CDS	510				hypothetical protein
GFGBILMD_02447	CDS	1443	cca	2.7.7.72		CCA-adding enzyme
GFGBILMD_02448	CDS	663	mutT4	3.6.1.-	COG0494	Putative mutator protein MutT4
GFGBILMD_02449	CDS	2409				hypothetical protein
GFGBILMD_02450	CDS	3555	mviN		COG0728	putative peptidoglycan biosynthesis protein MviN
GFGBILMD_02451	CDS	591	sigM			ECF RNA polymerase sigma factor SigM
GFGBILMD_02452	CDS	765	rsmA			Anti-sigma-M factor RsmA
GFGBILMD_02453	CDS	1008	trxB	1.8.1.9	COG0492	Thioredoxin reductase
GFGBILMD_02454	CDS	351	trxA		COG0526	Thioredoxin
GFGBILMD_02455	CDS	1221	cwlM	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase CwlM
GFGBILMD_02456	CDS	735				hypothetical protein
GFGBILMD_02457	CDS	1035	parB		COG1475	putative chromosome-partitioning protein ParB
GFGBILMD_02458	CDS	1044	nifH	1.18.6.1		Nitrogenase iron protein
GFGBILMD_02459	CDS	675	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
GFGBILMD_02460	CDS	564				hypothetical protein
GFGBILMD_02461	CDS	1101	yidC		COG0706	Membrane protein insertase YidC
GFGBILMD_02462	CDS	1524	dnaA		COG0593	Chromosomal replication initiator protein DnaA
GFGBILMD_02463	CDS	516				putative PPE family protein PPE40
GFGBILMD_02464	CDS	237				hypothetical protein
GFGBILMD_02465	CDS	2280	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
GFGBILMD_02466	CDS	1731				hypothetical protein
GFGBILMD_02467	CDS	1182	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
GFGBILMD_02468	CDS	1500		4.2.1.79		2-methylcitrate dehydratase
GFGBILMD_02469	CDS	1461	prpR		COG1396	HTH-type transcriptional regulator PrpR
GFGBILMD_02470	CDS	957				putative protein
GFGBILMD_02471	CDS	402				putative protein
GFGBILMD_02472	CDS	1473	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
GFGBILMD_02473	CDS	606				hypothetical protein
GFGBILMD_02474	CDS	1230				hypothetical protein
GFGBILMD_02475	CDS	906	ephA_2	3.3.2.10		Epoxide hydrolase A
GFGBILMD_02476	CDS	909	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
GFGBILMD_02477	CDS	1023		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
GFGBILMD_02478	CDS	1401	zwf1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 1
GFGBILMD_02479	CDS	495				hypothetical protein
GFGBILMD_02480	CDS	201				hypothetical protein
GFGBILMD_02481	CDS	210				hypothetical protein
GFGBILMD_02482	CDS	711				hypothetical protein
GFGBILMD_02483	CDS	324				hypothetical protein
GFGBILMD_02484	CDS	276				hypothetical protein
GFGBILMD_02485	CDS	174				hypothetical protein
GFGBILMD_02486	CDS	699				hypothetical protein
GFGBILMD_02487	CDS	375		3.1.-.-	COG1487	Ribonuclease VapC32
GFGBILMD_02488	CDS	198				Antitoxin VapB32
GFGBILMD_02489	CDS	1074	ychF		COG0012	Ribosome-binding ATPase YchF
GFGBILMD_02490	CDS	915				hypothetical protein
GFGBILMD_02491	CDS	1035	ispH2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
GFGBILMD_02492	CDS	573				putative protein
GFGBILMD_02493	CDS	1248	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
GFGBILMD_02494	CDS	258	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
GFGBILMD_02495	CDS	1113			COG0451	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
GFGBILMD_02496	CDS	516	pnbA_1	3.1.1.-	COG2272	Para-nitrobenzyl esterase
GFGBILMD_02497	CDS	690	pnbA_2	3.1.1.-	COG2272	Para-nitrobenzyl esterase
GFGBILMD_02498	CDS	321	mazE3			Antitoxin MazE3
GFGBILMD_02499	CDS	312	mazF3	3.1.-.-	COG2337	Endoribonuclease MazF3
GFGBILMD_02500	CDS	1158			COG0628	Putative transport protein
GFGBILMD_02501	CDS	579				hypothetical protein
GFGBILMD_02502	CDS	1089	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
GFGBILMD_02503	CDS	1425	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
GFGBILMD_02504	CDS	882				hypothetical protein
GFGBILMD_02505	CDS	876				hypothetical protein
GFGBILMD_02506	CDS	1302				hypothetical protein
GFGBILMD_02507	CDS	828	desA2	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA2
GFGBILMD_02508	CDS	1281	glyA1	2.1.2.1	COG0112	Serine hydroxymethyltransferase 1
GFGBILMD_02509	CDS	939	coaA	2.7.1.33	COG1072	Pantothenate kinase
GFGBILMD_02510	CDS	2562				hypothetical protein
GFGBILMD_02511	CDS	456				hypothetical protein
GFGBILMD_02512	CDS	387				hypothetical protein
GFGBILMD_02513	CDS	312				hypothetical protein
GFGBILMD_02514	CDS	2301				hypothetical protein
GFGBILMD_02515	CDS	96				hypothetical protein
GFGBILMD_02516	CDS	789		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
GFGBILMD_02517	CDS	729				hypothetical protein
GFGBILMD_02518	CDS	2022				hypothetical protein
GFGBILMD_02519	CDS	267				hypothetical protein
GFGBILMD_02520	CDS	867	mca	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
GFGBILMD_02521	CDS	435				hypothetical protein
GFGBILMD_02522	CDS	495	greA		COG0782	Transcription elongation factor GreA
GFGBILMD_02523	CDS	1167	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
GFGBILMD_02524	CDS	477	pra		COG1714	Proline-rich antigen 
GFGBILMD_02525	CDS	1395	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
GFGBILMD_02526	CDS	1068				NCBIFAM: chloramphenicol hydrolase
GFGBILMD_02527	CDS	951		3.1.-.-	COG2755	GDSL-like esterase
GFGBILMD_02528	CDS	1218	fadA_3	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
GFGBILMD_02529	CDS	861				hypothetical protein
GFGBILMD_02530	CDS	837				hypothetical protein
GFGBILMD_02531	CDS	1038	caiD_4	4.2.1.149		Carnitinyl-CoA dehydratase
GFGBILMD_02532	CDS	774	echA8_2	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
GFGBILMD_02533	CDS	1764				hypothetical protein
GFGBILMD_02534	CDS	141				hypothetical protein
GFGBILMD_02535	CDS	1539				hypothetical protein
GFGBILMD_02536	CDS	2022				hypothetical protein
GFGBILMD_02537	CDS	396				hypothetical protein
GFGBILMD_02538	CDS	567				hypothetical protein
GFGBILMD_02539	CDS	384				hypothetical protein
GFGBILMD_02540	CDS	1083			COG1752	putative NTE family protein
GFGBILMD_02541	CDS	885				hypothetical protein
GFGBILMD_02542	CDS	864	egtC_2	3.5.1.118		Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
GFGBILMD_02543	CDS	474				hypothetical protein
GFGBILMD_02544	CDS	1059	ord_2	1.4.1.26		2,4-diaminopentanoate dehydrogenase
GFGBILMD_02545	CDS	1632	dmdB	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
GFGBILMD_02546	CDS	1233				hypothetical protein
GFGBILMD_02547	CDS	147				hypothetical protein
GFGBILMD_02548	CDS	765				hypothetical protein
GFGBILMD_02549	tRNA	75				tRNA-Leu(taa)
GFGBILMD_02550	CDS	114				hypothetical protein
GFGBILMD_02551	CDS	255				hypothetical protein
GFGBILMD_02552	CDS	390				hypothetical protein
GFGBILMD_02553	CDS	627				hypothetical protein
GFGBILMD_02554	CDS	756				hypothetical protein
GFGBILMD_02555	CDS	906	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
GFGBILMD_02556	CDS	447				hypothetical protein
GFGBILMD_02557	CDS	204				hypothetical protein
GFGBILMD_02558	CDS	1017				hypothetical protein
GFGBILMD_02559	CDS	264				hypothetical protein
GFGBILMD_02560	CDS	3711				hypothetical protein
GFGBILMD_02561	CDS	2103	tkt	2.2.1.1	COG0021	Transketolase
GFGBILMD_02562	tRNA	97				tRNA-Arg(ccg)
GFGBILMD_02563	CDS	1545	zwf2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2
GFGBILMD_02564	CDS	915				hypothetical protein
GFGBILMD_02565	CDS	744	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
GFGBILMD_02566	CDS	411				hypothetical protein
GFGBILMD_02567	CDS	114				hypothetical protein
GFGBILMD_02568	CDS	240				hypothetical protein
GFGBILMD_02569	CDS	486				hypothetical protein
GFGBILMD_02570	CDS	2301	dorA	1.7.2.3	COG0243	Dimethyl sulfoxide/trimethylamine N-oxide reductase
GFGBILMD_02571	CDS	1458				PE-PGRS family protein PE_PGRS26
GFGBILMD_02572	CDS	354				hypothetical protein
GFGBILMD_02573	CDS	165				hypothetical protein
GFGBILMD_02574	CDS	420				hypothetical protein
GFGBILMD_02575	CDS	228				hypothetical protein
GFGBILMD_02576	CDS	786	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
GFGBILMD_02577	CDS	1239	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
GFGBILMD_02578	CDS	1020	gap	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
GFGBILMD_02579	CDS	621				hypothetical protein
GFGBILMD_02580	CDS	138				hypothetical protein
GFGBILMD_02581	CDS	816		2.3.2.-	COG1376	putative L,D-transpeptidase 3
GFGBILMD_02582	CDS	1422	thi4	2.4.2.59		Thiamine thiazole synthase
GFGBILMD_02583	CDS	1770				hypothetical protein
GFGBILMD_02584	CDS	1587		3.1.1.-		Esterase PE16
GFGBILMD_02585	CDS	1269				hypothetical protein
GFGBILMD_02586	CDS	828			COG0204	putative protein
GFGBILMD_02587	CDS	1608	lcfB_3	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GFGBILMD_02588	CDS	1263				NCBIFAM: chloramphenicol hydrolase
GFGBILMD_02589	CDS	1320		2.3.1.20		Putative diacyglycerol O-acyltransferase
GFGBILMD_02590	CDS	609				putative protein
GFGBILMD_02591	CDS	978	whiA		COG1481	putative cell division protein WhiA
GFGBILMD_02592	CDS	1029			COG0391	Putative gluconeogenesis factor
GFGBILMD_02593	CDS	906			COG1660	Nucleotide-binding protein
GFGBILMD_02594	CDS	1884	uvrC		COG0322	UvrABC system protein C
